HEADER,fixture,sample,sourceNodes,targetNodes,rootMicroticks,persistentMicroticks,rootMutations,persistentMutationRow,address
ROW,true_empty_appendant,93,116657,117639,7195,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLRRLLRR
ROW,true_empty_appendant,94,117639,118621,7329,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLRRLLRRR
ROW,true_empty_appendant,95,118621,119603,9520,13,1,markNormal_pc3_phase0_emptyfalse,RLRLRLRRLLL
ROW,true_empty_appendant,96,119603,127687,8582,999,1,emptyResponse_pc0_phase0_emptytrue,RLRLRLR
ROW,true_empty_appendant,97,127687,135771,2348,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLRL
ROW,true_empty_appendant,98,135771,143855,2462,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLRLL
ROW,true_empty_appendant,99,143855,151939,5236,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLRLLR
ROW,true_empty_appendant,100,151939,160023,5452,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLRLLRR
ROW,true_empty_appendant,101,160023,168107,5586,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLRLLRRL
ROW,true_empty_appendant,102,168107,176191,5647,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLRLLL
ROW,true_empty_appendant,103,176191,241091,7319,55,1,emptyResponse_pc0_phase0_emptytrue,RLRLRL
ROW,true_empty_appendant,104,241091,305991,2296,2,1,emptyResponse_pc2_phase0_emptytrue,RLRLRLL
ROW,true_empty_appendant,105,305991,370891,2490,4,1,emptyResponse_pc6_phase0_emptytrue,RLRLRLLL
ROW,true_empty_appendant,106,370891,435791,3787,2,1,emptyResponse_pc8_phase0_emptytrue,RLRLRLLLR
ROW,true_empty_appendant,107,435791,500691,4003,2,1,emptyResponse_pc10_phase0_emptytrue,RLRLRLLLRR
ROW,true_empty_appendant,108,500691,565591,4137,2,1,emptyResponse_pc12_phase0_emptytrue,RLRLRLLLRRL
ROW,true_empty_appendant,109,565591,630491,5373,12,1,markEmpty_pc3_phase0_emptytrue,RLRLRLLLL
ROW,true_empty_appendant,110,630491,630553,4386,28,1,handoff_emptytrue,RLRLRLRL
ROW,true_empty_appendant,111,630553,630615,3538,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLL
ROW,true_empty_appendant,112,630615,630753,4001,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRL
ROW,true_empty_appendant,113,630753,630815,7023,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRL
ROW,true_empty_appendant,114,630815,630953,8351,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLR
ROW,true_empty_appendant,115,630953,631015,8045,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRLRRL
ROW,true_empty_appendant,116,631015,631153,9376,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRLRR
ROW,true_empty_appendant,117,631153,631215,8647,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRLRRRL
ROW,true_empty_appendant,118,631215,631281,10634,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRLRRRL
ROW,true_empty_appendant,119,631281,631419,12263,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRLRRR
PASS,true_empty_appendant,samples=120,rootTicks=687720,persistentTicks=7080,maxRootTicks=14549,maxTermSize=631419
FIXTURE,true_nonempty_appendant,samples=120,rootCap=1000000,persistentCap=100000,termCap=1000000
ROW,true_nonempty_appendant,0,105,113,1156,50,1,clockZero_pc0_phase0_emptyfalse,L
ROW,true_nonempty_appendant,1,113,125,1146,103,1,clockPositive_pc0_phase0_emptyfalse,L
ROW,true_nonempty_appendant,2,125,137,1895,49,1,clockZero_pc0_phase0_emptyfalse,LR
ROW,true_nonempty_appendant,3,137,221,1881,84,1,clockLaunch,
ROW,true_nonempty_appendant,4,221,305,1225,26,1,fuelPositive_pc1_phase0_emptyfalse,L
ROW,true_nonempty_appendant,5,305,425,1752,2,1,fuelPositive_pc3_phase0_emptyfalse,
ROW,true_nonempty_appendant,6,425,509,5578,58,1,fuelZero_pc1_phase0_emptyfalse,RL
ROW,true_nonempty_appendant,7,509,597,8423,3,1,fuelZero_pc4_phase0_emptyfalse,RL
ROW,true_nonempty_appendant,8,597,717,10475,2,1,fuelZero_pc6_phase0_emptyfalse,R
ROW,true_nonempty_appendant,9,717,837,11446,2,1,fuelZero_pc8_phase0_emptyfalse,RL
ROW,true_nonempty_appendant,10,837,1133,10126,2,1,fuelZero_pc10_phase0_emptyfalse,R
ROW,true_nonempty_appendant,11,1133,1133,14171,296,1,C4_bittrue_phase0,RLRLLRRR
ROW,true_nonempty_appendant,12,1133,2057,13417,286,1,normalResponse_pc0_phase0_emptyfalse,
ROW,true_nonempty_appendant,13,2057,2981,411,2,1,normalResponse_pc2_phase0_emptyfalse,L
ROW,true_nonempty_appendant,14,2981,3905,609,4,1,normalResponse_pc6_phase0_emptyfalse,LL
ROW,true_nonempty_appendant,15,3905,4829,3202,2,1,normalResponse_pc8_phase0_emptyfalse,LLR
ROW,true_nonempty_appendant,16,4829,5753,3418,2,1,normalResponse_pc10_phase0_emptyfalse,LLRR
ROW,true_nonempty_appendant,17,5753,6677,3552,2,1,normalResponse_pc12_phase0_emptyfalse,LLRRR
ROW,true_nonempty_appendant,18,6677,7601,3740,2,1,normalResponse_pc14_phase0_emptyfalse,LLRRRR
ROW,true_nonempty_appendant,19,7601,8543,3862,1,1,normalResponse_pc15_phase0_emptyfalse,LLRRRR
ROW,true_nonempty_appendant,20,8543,8559,5292,68,1,clockPositive_pc0_phase0_emptyfalse,RLL
ROW,true_nonempty_appendant,21,8559,8575,6064,22,1,clockPositive_pc0_phase0_emptyfalse,RLLR
ROW,true_nonempty_appendant,22,8575,8591,6111,49,1,clockZero_pc0_phase0_emptyfalse,RLLRR
ROW,true_nonempty_appendant,23,8591,8675,6087,101,1,clockLaunch,RL
ROW,true_nonempty_appendant,24,8675,8759,5371,26,1,fuelPositive_pc1_phase0_emptyfalse,RLL
ROW,true_nonempty_appendant,25,8759,8907,5894,2,1,fuelPositive_pc3_phase0_emptyfalse,RL
ROW,true_nonempty_appendant,26,8907,8991,10308,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRL
ROW,true_nonempty_appendant,27,8991,9139,12095,2,1,fuelPositive_pc3_phase0_emptyfalse,RLR
ROW,true_nonempty_appendant,28,9139,9223,11108,58,1,fuelZero_pc1_phase0_emptyfalse,RLRRL
ROW,true_nonempty_appendant,29,9223,9311,13953,3,1,fuelZero_pc4_phase0_emptyfalse,RLRRL
ROW,true_nonempty_appendant,30,9311,9459,16038,2,1,fuelZero_pc6_phase0_emptyfalse,RLRR
ROW,true_nonempty_appendant,31,9459,9607,16988,2,1,fuelZero_pc8_phase0_emptyfalse,RLRRL
ROW,true_nonempty_appendant,32,9607,9931,15689,2,1,fuelZero_pc10_phase0_emptyfalse,RLRR
ROW,true_nonempty_appendant,33,9931,9931,20036,296,1,C4_bittrue_phase0,RLRRLRLLRRR
ROW,true_nonempty_appendant,34,9931,10967,19282,286,1,normalResponse_pc0_phase0_emptyfalse,RLR
ROW,true_nonempty_appendant,35,10967,12003,4603,2,1,normalResponse_pc2_phase0_emptyfalse,RLRL
ROW,true_nonempty_appendant,36,12003,13039,4717,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLL
ROW,true_nonempty_appendant,37,13039,14075,9160,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLLR
ROW,true_nonempty_appendant,38,14075,15111,9376,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLLRR
ROW,true_nonempty_appendant,39,15111,16147,9510,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLLRRR
ROW,true_nonempty_appendant,40,16147,17183,9698,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLLRRRR
ROW,true_nonempty_appendant,41,17183,18237,9820,1,1,normalResponse_pc15_phase0_emptyfalse,RLRLLRRRR
ROW,true_nonempty_appendant,42,18237,19273,8717,859,1,C4_bittrue_phase0,RLRLLRRRRLR
ROW,true_nonempty_appendant,43,19273,29887,9525,355,1,normalResponse_pc0_phase0_emptyfalse,RL
ROW,true_nonempty_appendant,44,29887,40501,4551,2,1,normalResponse_pc2_phase0_emptyfalse,RLL
ROW,true_nonempty_appendant,45,40501,51115,4745,4,1,normalResponse_pc6_phase0_emptyfalse,RLLL
ROW,true_nonempty_appendant,46,51115,61729,6647,2,1,normalResponse_pc8_phase0_emptyfalse,RLLLR
ROW,true_nonempty_appendant,47,61729,72343,6863,2,1,normalResponse_pc10_phase0_emptyfalse,RLLLRR
ROW,true_nonempty_appendant,48,72343,82957,6997,2,1,normalResponse_pc12_phase0_emptyfalse,RLLLRRR
ROW,true_nonempty_appendant,49,82957,93571,7185,2,1,normalResponse_pc14_phase0_emptyfalse,RLLLRRRR
ROW,true_nonempty_appendant,50,93571,104203,7307,1,1,normalResponse_pc15_phase0_emptyfalse,RLLLRRRR
ROW,true_nonempty_appendant,51,104203,104287,9183,32,1,handoff_emptyfalse,RLRL
ROW,true_nonempty_appendant,52,104287,104371,8501,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLL
ROW,true_nonempty_appendant,53,104371,104499,8991,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRL
ROW,true_nonempty_appendant,54,104499,104583,13438,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRL
ROW,true_nonempty_appendant,55,104583,104711,15192,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLR
ROW,true_nonempty_appendant,56,104711,104795,14238,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRRL
ROW,true_nonempty_appendant,57,104795,104883,17083,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRRL
ROW,true_nonempty_appendant,58,104883,105011,19135,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRR
ROW,true_nonempty_appendant,59,105011,105139,20106,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRRL
ROW,true_nonempty_appendant,60,105139,105443,18786,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRR
ROW,true_nonempty_appendant,61,105443,105443,23063,296,1,C4_bittrue_phase0,RLRLRRLRLLRRR
ROW,true_nonempty_appendant,62,105443,106399,22309,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLR
ROW,true_nonempty_appendant,63,106399,107355,7733,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRL
ROW,true_nonempty_appendant,64,107355,108311,7847,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLL
ROW,true_nonempty_appendant,65,108311,109267,12250,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLLR
ROW,true_nonempty_appendant,66,109267,110223,12466,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLLRR
ROW,true_nonempty_appendant,67,110223,111179,12600,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLLRRR
ROW,true_nonempty_appendant,68,111179,112135,12788,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLRLLRRRR
ROW,true_nonempty_appendant,69,112135,113109,12910,1,1,normalResponse_pc15_phase0_emptyfalse,RLRLRLLRRRR
ROW,true_nonempty_appendant,70,113109,114065,9578,859,1,C4_bittrue_phase0,RLRLRLLRRRRLR
ROW,true_nonempty_appendant,71,114065,123859,10547,355,1,normalResponse_pc0_phase0_emptyfalse,RLRL
ROW,true_nonempty_appendant,72,123859,133653,7681,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLL
ROW,true_nonempty_appendant,73,133653,143447,7875,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLLL
ROW,true_nonempty_appendant,74,143447,153241,9777,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLLLR
ROW,true_nonempty_appendant,75,153241,163035,9993,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLLLRR
ROW,true_nonempty_appendant,76,163035,172829,10127,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLLLRRR
ROW,true_nonempty_appendant,77,172829,182623,10315,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLLLRRRR
ROW,true_nonempty_appendant,78,182623,192435,10437,1,1,normalResponse_pc15_phase0_emptyfalse,RLRLLLRRRR
ROW,true_nonempty_appendant,79,192435,192455,11552,68,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLL
ROW,true_nonempty_appendant,80,192455,192475,12384,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLR
ROW,true_nonempty_appendant,81,192475,192495,12431,22,1,clockPositive_pc0_phase0_emptyfalse,RLRLRLLRR
ROW,true_nonempty_appendant,82,192495,192515,12472,49,1,clockZero_pc0_phase0_emptyfalse,RLRLRLLRRR
ROW,true_nonempty_appendant,83,192515,192599,12435,118,1,clockLaunch,RLRLRL
ROW,true_nonempty_appendant,84,192599,192683,11631,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLL
ROW,true_nonempty_appendant,85,192683,192867,12154,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRL
ROW,true_nonempty_appendant,86,192867,192951,16568,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRL
ROW,true_nonempty_appendant,87,192951,193135,18352,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLR
ROW,true_nonempty_appendant,88,193135,193219,17986,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRLRRL
ROW,true_nonempty_appendant,89,193219,193403,19773,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLRLRR
ROW,true_nonempty_appendant,90,193403,193487,18786,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRLRRRL
ROW,true_nonempty_appendant,91,193487,193575,21631,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRLRRRL
ROW,true_nonempty_appendant,92,193575,193759,23716,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRLRRR
ROW,true_nonempty_appendant,93,193759,193943,24666,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRLRRRL
ROW,true_nonempty_appendant,94,193943,194303,23367,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRLRRR
ROW,true_nonempty_appendant,95,194303,194303,27636,296,1,C4_bittrue_phase0,RLRLRLRRRLRLLRRR
ROW,true_nonempty_appendant,96,194303,195483,26882,286,1,normalResponse_pc0_phase0_emptyfalse,RLRLRLRR
ROW,true_nonempty_appendant,97,195483,196663,10961,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRLRRL
ROW,true_nonempty_appendant,98,196663,197843,11075,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLRRLL
ROW,true_nonempty_appendant,99,197843,199023,16820,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLRRLLR
ROW,true_nonempty_appendant,100,199023,200203,17036,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLRRLLRR
ROW,true_nonempty_appendant,101,200203,201383,17170,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLRRLLRRR
ROW,true_nonempty_appendant,102,201383,202563,17358,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLRLRRLLRRRR
ROW,true_nonempty_appendant,103,202563,203761,17480,1,1,normalResponse_pc15_phase0_emptyfalse,RLRLRLRRLLRRRR
ROW,true_nonempty_appendant,104,203761,204941,11170,859,1,C4_bittrue_phase0,RLRLRLRRLLRRRRLR
ROW,true_nonempty_appendant,105,204941,217031,11984,355,1,normalResponse_pc0_phase0_emptyfalse,RLRLRLR
ROW,true_nonempty_appendant,106,217031,229121,10863,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRLRL
ROW,true_nonempty_appendant,107,229121,241211,10977,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLRLL
ROW,true_nonempty_appendant,108,241211,253301,14695,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLRLLR
ROW,true_nonempty_appendant,109,253301,265391,14911,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLRLLRR
ROW,true_nonempty_appendant,110,265391,277481,15045,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLRLLRRR
ROW,true_nonempty_appendant,111,277481,289571,15233,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLRLRLLRRRR
ROW,true_nonempty_appendant,112,289571,301679,15355,1,1,normalResponse_pc15_phase0_emptyfalse,RLRLRLRLLRRRR
ROW,true_nonempty_appendant,113,301679,313769,12367,1435,1,C4_bittrue_phase0,RLRLRLRLLRRRRLR
ROW,true_nonempty_appendant,114,313769,434959,13780,355,1,normalResponse_pc0_phase0_emptyfalse,RLRLRL
ROW,true_nonempty_appendant,115,434959,556149,10811,2,1,normalResponse_pc2_phase0_emptyfalse,RLRLRLL
ROW,true_nonempty_appendant,116,556149,677339,11005,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLRLLL
ROW,true_nonempty_appendant,117,677339,798529,12907,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLRLLLR
ROW,true_nonempty_appendant,118,798529,919719,13123,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLRLLLRR
ROW,true_nonempty_appendant,119,919719,1040909,13257,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLRLLLRRR
PASS,true_nonempty_appendant,samples=120,rootTicks=1385976,persistentTicks=9214,maxRootTicks=27636,maxTermSize=1040909
FIXTURE,period2_drain,samples=120,rootCap=1000000,persistentCap=100000,termCap=1000000
ROW,period2_drain,0,131,139,1536,50,1,clockZero_pc0_phase0_emptyfalse,L
ROW,period2_drain,1,139,151,1526,103,1,clockPositive_pc0_phase0_emptyfalse,L
ROW,period2_drain,2,151,163,2359,49,1,clockZero_pc0_phase0_emptyfalse,LR
ROW,period2_drain,3,163,273,2345,84,1,clockLaunch,
ROW,period2_drain,4,273,383,1635,26,1,fuelPositive_pc1_phase0_emptyfalse,L
ROW,period2_drain,5,383,529,2204,2,1,fuelPositive_pc3_phase0_emptyfalse,
ROW,period2_drain,6,529,639,6580,58,1,fuelZero_pc1_phase0_emptyfalse,RL
ROW,period2_drain,7,639,753,9815,3,1,fuelZero_pc4_phase0_emptyfalse,RL
ROW,period2_drain,8,753,899,12179,2,1,fuelZero_pc6_phase0_emptyfalse,R
ROW,period2_drain,9,899,1045,13258,2,1,fuelZero_pc8_phase0_emptyfalse,RL
ROW,period2_drain,10,1045,1419,11734,2,1,fuelZero_pc10_phase0_emptyfalse,R
ROW,period2_drain,11,1419,1419,20151,316,1,C4_bitfalse_phase0,RLRLLRRRR
ROW,period2_drain,12,1419,2577,19011,388,1,normalResponse_pc0_phase0_emptyfalse,
ROW,period2_drain,13,2577,3735,581,2,1,normalResponse_pc2_phase0_emptyfalse,L
ROW,period2_drain,14,3735,4893,949,4,1,normalResponse_pc6_phase0_emptyfalse,LL
ROW,period2_drain,15,4893,6051,4534,2,1,normalResponse_pc8_phase0_emptyfalse,LLR
ROW,period2_drain,16,6051,7209,4894,2,1,normalResponse_pc10_phase0_emptyfalse,LLRR
ROW,period2_drain,17,7209,8367,5508,2,1,normalResponse_pc12_phase0_emptyfalse,LLRRL
ROW,period2_drain,18,8367,9525,5107,2,1,normalResponse_pc14_phase0_emptyfalse,LLRRLR
ROW,period2_drain,19,9525,10683,5255,2,1,normalResponse_pc16_phase0_emptyfalse,LLRRLRL
ROW,period2_drain,20,10683,10699,10885,71,1,clockPositive_pc0_phase0_emptyfalse,RLL
ROW,period2_drain,21,10699,10715,11707,22,1,clockPositive_pc0_phase0_emptyfalse,RLLR
ROW,period2_drain,22,10715,10731,11754,49,1,clockZero_pc0_phase0_emptyfalse,RLLRR
ROW,period2_drain,23,10731,10841,11730,101,1,clockLaunch,RL
ROW,period2_drain,24,10841,10951,10994,26,1,fuelPositive_pc1_phase0_emptyfalse,RLL
ROW,period2_drain,25,10951,11125,11525,2,1,fuelPositive_pc3_phase0_emptyfalse,RL
ROW,period2_drain,26,11125,11235,16579,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRL
ROW,period2_drain,27,11235,11409,18606,2,1,fuelPositive_pc3_phase0_emptyfalse,RLR
ROW,period2_drain,28,11409,11519,17509,58,1,fuelZero_pc1_phase0_emptyfalse,RLRRL
ROW,period2_drain,29,11519,11633,20744,3,1,fuelZero_pc4_phase0_emptyfalse,RLRRL
ROW,period2_drain,30,11633,11807,23141,2,1,fuelZero_pc6_phase0_emptyfalse,RLRR
ROW,period2_drain,31,11807,11981,24199,2,1,fuelZero_pc8_phase0_emptyfalse,RLRRL
ROW,period2_drain,32,11981,12383,22696,2,1,fuelZero_pc10_phase0_emptyfalse,RLRR
ROW,period2_drain,33,12383,12383,31467,316,1,C4_bitfalse_phase0,RLRRLRLLRRRR
ROW,period2_drain,34,12383,13653,30327,388,1,normalResponse_pc0_phase0_emptyfalse,RLR
ROW,period2_drain,35,13653,14923,9974,2,1,normalResponse_pc2_phase0_emptyfalse,RLRL
ROW,period2_drain,36,14923,16193,10174,4,1,normalResponse_pc6_phase0_emptyfalse,RLRLL
ROW,period2_drain,37,16193,17463,15925,2,1,normalResponse_pc8_phase0_emptyfalse,RLRLLR
ROW,period2_drain,38,17463,18733,16285,2,1,normalResponse_pc10_phase0_emptyfalse,RLRLLRR
ROW,period2_drain,39,18733,20003,16899,2,1,normalResponse_pc12_phase0_emptyfalse,RLRLLRRL
ROW,period2_drain,40,20003,21273,16498,2,1,normalResponse_pc14_phase0_emptyfalse,RLRLLRRLR
ROW,period2_drain,41,21273,22543,16646,2,1,normalResponse_pc16_phase0_emptyfalse,RLRLLRRLRL
ROW,period2_drain,42,22543,22559,12946,620,1,C4_bittrue_phase1,RLRLLRRLRLRRLRLLRRR
ROW,period2_drain,43,22559,34293,13083,619,1,normalResponse_pc0_phase1_emptyfalse,RL
ROW,period2_drain,44,34293,46027,9928,2,1,normalResponse_pc2_phase1_emptyfalse,RLL
ROW,period2_drain,45,46027,57761,10288,4,1,normalResponse_pc6_phase1_emptyfalse,RLLL
ROW,period2_drain,46,57761,69495,13813,2,1,normalResponse_pc8_phase1_emptyfalse,RLLLR
ROW,period2_drain,47,69495,81229,14173,2,1,normalResponse_pc10_phase1_emptyfalse,RLLLRR
ROW,period2_drain,48,81229,92963,14787,2,1,normalResponse_pc12_phase1_emptyfalse,RLLLRRR
ROW,period2_drain,49,92963,104697,15097,2,1,normalResponse_pc14_phase1_emptyfalse,RLLLRRRR
ROW,period2_drain,50,104697,116431,15325,2,1,normalResponse_pc16_phase1_emptyfalse,RLLLRRRRR
ROW,period2_drain,51,116431,128165,10422,15,1,markNormal_pc3_phase1_emptyfalse,RLLLL
ROW,period2_drain,52,128165,128275,13843,28,1,handoff_emptyfalse,RLRL
ROW,period2_drain,53,128275,128385,13141,26,1,fuelPositive_pc1_phase0_emptyfalse,RLRLL
ROW,period2_drain,54,128385,128539,13639,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRL
ROW,period2_drain,55,128539,128649,18726,28,1,fuelPositive_pc1_phase0_emptyfalse,RLRLRL
ROW,period2_drain,56,128649,128803,20720,2,1,fuelPositive_pc3_phase0_emptyfalse,RLRLR
ROW,period2_drain,57,128803,128913,19656,58,1,fuelZero_pc1_phase0_emptyfalse,RLRLRRL
ROW,period2_drain,58,128913,129027,22891,3,1,fuelZero_pc4_phase0_emptyfalse,RLRLRRL
ROW,period2_drain,59,129027,129181,25255,2,1,fuelZero_pc6_phase0_emptyfalse,RLRLRR
ROW,period2_drain,60,129181,129335,26334,2,1,fuelZero_pc8_phase0_emptyfalse,RLRLRRL
ROW,period2_drain,61,129335,129717,24810,2,1,fuelZero_pc10_phase0_emptyfalse,RLRLRR
ROW,period2_drain,62,129717,129717,33531,316,1,C4_bitfalse_phase0,RLRLRRLRLLRRRR
ROW,period2_drain,63,129717,130907,32391,388,1,normalResponse_pc0_phase0_emptyfalse,RLRLR
